Plate;Infraction ID;Fine Amount;Issuing Agency;Issue Date;County Name
HXA8967;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-11;Queens
JLU7443;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-21;Queens
H36GYU;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-01-12;Kings
JEJ4238;14;115.0;TRAFFIC;2019-12-09;New York City
KVM8560;19;115.0;TRAFFIC;2023-03-03;Bronx
T722853C;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-11;Bronx
KTY1550;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-12;Queens
JYT3092;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-16;Kings
P37GVM;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-09-18;Richmond
BZC2848;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-04;Kings
JME5007;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-09;New York City
GFN4789;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-21;Queens
636032;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-22;Richmond
HTA7879;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-16;New York City
GRD1046;14;115.0;TRAFFIC;2019-03-05;Queens
HYJ5781;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-03;Queens
45629NC;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-28;Bronx
G81LCB;21;65.0;TRAFFIC;2021-02-25;New York City
GXL3538;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-04-16;Kings
KYL9304;21;65.0;TRAFFIC;2023-07-14;Queens
JGX763;21;65.0;TRAFFIC;2022-04-12;Kings
ZDY5138;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-05-26;Kings
EJA5056;38;35.0;TRAFFIC;2018-05-17;Queens
KDS5537;38;65.0;TRAFFIC;2021-03-02;New York City
AF03209;31;115.0;TRAFFIC;2018-12-17;New York City
ETP5451;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-04;Kings
66783ME;14;115.0;TRAFFIC;2017-04-26;Queens
HXS5648;21;65.0;TRAFFIC;2021-03-05;Queens
LAZ3570;40;115.0;TRAFFIC;2023-05-09;Queens
HFX2808;37;35.0;TRAFFIC;2019-03-13;Kings
KJN9023;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-11;Kings
KLY7244;75;65.0;TRAFFIC;2022-12-16;Bronx
T780578C;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-10;Kings
K82JHT;21;65.0;POLICE DEPARTMENT;2020-08-26;Kings
EMA1848;21;45.0;TRAFFIC;2016-06-24;Bronx
FWD6887;37;65.0;TRAFFIC;2018-06-06;New York City
HNR8317;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-20;Bronx
EJL6159;40;115.0;TRAFFIC;2021-05-26;New York City
Z57GFH;20;60.0;TRAFFIC;2017-10-28;New York City
JLG5604;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-09-10;Queens
HFA3439;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-03-08;Kings
V55REF;46;115.0;TRAFFIC;2023-01-10;New York City
KNZ7299;40;115.0;TRAFFIC;2023-11-08;Kings
U31LKW;31;115.0;TRAFFIC;2022-12-17;New York City
66EMT;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-30;Kings
HKD3527;50;115.0;TRAFFIC;2019-03-24;Kings
EMD1111;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-11;Queens
GZR1904;7;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-05;Bronx
GSX9539;38;65.0;TRAFFIC;2017-06-14;New York City
BMC1924;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-01-03;Queens
2209PRA;14;115.0;TRAFFIC;2018-12-17;New York City
JGX8931;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-06;New York City
25258JL;37;35.0;TRAFFIC;2016-03-14;Kings
GBV1594;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-27;Kings
CEG6633;20;60.0;TRAFFIC;2023-08-18;Queens
IVICAARH;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-02-11;Richmond
HKV1660;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-05;Richmond
HBY2892;14;115.0;TRAFFIC;2017-09-25;Queens
HFF3788;21;45.0;TRAFFIC;2017-03-23;Kings
JRV6090;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-18;Queens
83916MN;13;115.0;TRAFFIC;2021-12-15;New York City
XLKB72;38;65.0;TRAFFIC;2022-08-16;New York City
KDB8131;21;65.0;TRAFFIC;2023-10-06;Queens
HEG1418;40;115.0;TRAFFIC;2020-03-07;New York City
GNB2666;21;45.0;TRAFFIC;2017-06-13;Queens
GMR1287;5;115.0;DEPARTMENT OF TRANSPORTATION;2016-09-23;Bronx
KDF4437;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-22;Bronx
GJY5826;40;115.0;TRAFFIC;2016-06-28;New York City
JNA8241;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-24;New York City
XADL68;46;115.0;TRAFFIC;2017-05-11;New York City
GVR798;16;95.0;TRAFFIC;2022-07-16;Kings
26561ML;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-17;Kings
216AC8;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-09;Kings
JPR9492;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-15;Queens
JMB3108;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-28;Bronx
HZY8924;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-04;Kings
JDW5055;70;65.0;TRAFFIC;2022-06-15;Queens
24496MH;46;115.0;TRAFFIC;2022-12-01;New York City
KWL2577;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-17;Queens
88666MJ;71;65.0;TRAFFIC;2017-05-05;New York City
HVV5975;14;115.0;TRAFFIC;2019-04-23;New York City
HNY3601;21;45.0;DEPARTMENT OF SANITATION;2018-07-06;Bronx
GMU1786;20;60.0;TRAFFIC;2016-11-29;Kings
N20HDK;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-06;Kings
9DDR40;38;35.0;TRAFFIC;2021-01-26;Queens
KKB2740;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-13;Bronx
KZK4146;17;95.0;TRAFFIC;2023-02-01;Kings
GTP5204;46;115.0;TRAFFIC;2017-09-27;Queens
N90NYU;14;115.0;TRAFFIC;2023-11-19;New York City
GEN9782;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-24;Kings
32608MM;21;65.0;TRAFFIC;2022-09-13;Kings
JPP3040;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-11-19;Kings
ATYRAU;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-06;Kings
KGE6112;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-06-02;Kings
62151MM;14;115.0;TRAFFIC;2020-02-14;Bronx
HME1678;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-28;Kings
W51PUR;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-30;Kings
LXR6191;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-02;Queens
HNY3581;71;65.0;TRAFFIC;2019-06-28;Bronx
BMB5647;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-26;Queens
83491ME;14;115.0;TRAFFIC;2022-09-21;New York City
HBU2114;21;45.0;TRAFFIC;2017-05-13;Bronx
JNF7726;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-16;Queens
JRW1886;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-09;Kings
GVV6179;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-26;Queens
EBC2393;37;35.0;TRAFFIC;2019-01-16;New York City
KVS6838;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-23;Kings
JNJ9471;20;60.0;TRAFFIC;2020-01-16;Queens
GCW2214;70;65.0;TRAFFIC;2021-07-09;Kings
F25LAZ;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-12;Queens
GFE6324;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-09-09;Kings
90928MJ;69;65.0;TRAFFIC;2021-04-12;New York City
Z90CSG;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-18;Kings
60751NC;20;65.0;TRAFFIC;2022-08-31;New York City
GNH1896;50;115.0;POLICE DEPARTMENT;2017-01-10;Kings
HXE9884;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-07;New York City
278ZM;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-28;Kings
T780430C;20;60.0;POLICE DEPARTMENT;2023-06-06;Bronx
JDR2715;14;115.0;TRAFFIC;2022-04-18;Kings
GDV4947;37;35.0;TRAFFIC;2017-10-12;Kings
23009MM;69;65.0;TRAFFIC;2022-06-24;New York City
KBG6718;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-24;Richmond
CCG6641;38;35.0;TRAFFIC;2018-05-26;Queens
GZM1435;16;95.0;TRAFFIC;2018-06-19;Kings
25063JY;42;65.0;TRAFFIC;2016-11-23;New York City
DTE6195;38;35.0;TRAFFIC;2018-11-21;Queens
CDL1193;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-02-28;Richmond
DZZ3356;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-09-05;Kings
GNC1548;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-03-07;Queens
CSZ4659;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-05;Queens
JRF4730;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-06;Kings
A85LHY;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-20;Bronx
66824MM;38;65.0;TRAFFIC;2021-07-14;New York City
HTX8187;14;115.0;TRAFFIC;2018-04-27;Kings
HTH1765;50;115.0;TRAFFIC;2021-08-03;New York City
60005ME;38;35.0;TRAFFIC;2022-08-16;Richmond
HSB2980;14;115.0;TRAFFIC;2018-12-05;Kings
2703338;19;115.0;TRAFFIC;2020-07-24;Kings
73BD44;40;115.0;TRAFFIC;2022-05-05;Queens
HVZ5756;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-03;Queens
HJR9959;21;45.0;TRAFFIC;2018-11-14;Queens
HHA7015;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-24;Queens
KZD3261;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-14;Bronx
KKE8061;71;65.0;TRAFFIC;2022-05-11;Kings
56249MG;46;115.0;POLICE DEPARTMENT;2019-11-12;New York City
GNS1590;38;35.0;TRAFFIC;2020-11-10;Bronx
56355NC;82;115.0;TRAFFIC;2022-05-31;New York City
KNS4549;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-12-14;Kings
KPE1777;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-28;Kings
KJZ2076;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-05;Queens
HVK6985;37;35.0;TRAFFIC;2022-12-20;Queens
PTH495;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-18;Queens
55065MB;14;115.0;POLICE DEPARTMENT;2019-10-15;New York City
JJG9990;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-04;Kings
HCS4386;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-08;Bronx
HBG3737;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-08-22;Queens
RF539;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-01-16;Richmond
KWF3072;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-26;Bronx
JJY3174;14;115.0;TRAFFIC;2020-10-30;Bronx
55032MB;46;115.0;TRAFFIC;2023-05-13;New York City
X78MSF;21;65.0;TRAFFIC;2022-08-09;New York City
LAE6258;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-17;Queens
DMT7265;71;65.0;TRAFFIC;2017-05-24;New York City
GCD8764;37;35.0;TRAFFIC;2018-09-08;Kings
JNP2298;14;115.0;TRAFFIC;2021-01-20;Kings
HJL9054;38;65.0;TRAFFIC;2017-11-02;New York City
HKM7132;21;45.0;TRAFFIC;2017-10-24;Kings
HGM5988;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-09-19;Kings
T653479C;21;45.0;TRAFFIC;2018-11-28;Queens
HBN5675;9;115.0;TRAFFIC;2017-04-21;Bronx
HGR4343;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-30;Bronx
JNF3063;71;65.0;TRAFFIC;2021-01-04;Kings
HSA8296;21;45.0;TRAFFIC;2019-06-14;Kings
GCN3929;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-10;Kings
VRT6356;21;45.0;TRAFFIC;2019-11-15;Kings
EBW2988;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-01;Queens
T570HF;21;45.0;TRAFFIC;2020-02-07;New York City
JCF4470;40;115.0;TRAFFIC;2018-12-26;Queens
XDYG97;14;115.0;TRAFFIC;2017-06-16;New York City
HXA7252;46;115.0;TRAFFIC;2019-12-31;Kings
T744429C;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-27;Bronx
KVD2169;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-17;Richmond
KHP2088;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-08-25;Queens
KMB4878;31;115.0;TRAFFIC;2021-10-05;New York City
HKN1890;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-11;Kings
DKN5270;21;45.0;TRAFFIC;2019-01-30;Queens
N62HMY;31;115.0;TRAFFIC;2019-11-08;New York City
54721MK;69;65.0;TRAFFIC;2017-10-02;New York City
KKL4221;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-03-19;Bronx
JMX2498;14;115.0;TRAFFIC;2022-05-09;New York City
XFWN75;42;65.0;TRAFFIC;2019-06-20;New York City
73529NC;47;115.0;TRAFFIC;2022-10-26;New York City
GYF9544;50;115.0;TRAFFIC;2018-10-25;Queens
FJY6118;21;45.0;TRAFFIC;2017-06-05;Queens
GZK4643;21;65.0;TRAFFIC;2020-09-10;Kings
GKD8485;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-10;Kings
H98NVU;10;115.0;TRAFFIC;2021-09-03;New York City
HUW5058;38;35.0;TRAFFIC;2018-04-21;Kings
KJS2006;71;65.0;TRAFFIC;2022-05-31;Queens
98189MD;10;115.0;TRAFFIC;2017-02-12;New York City
JHD4747;19;115.0;TRAFFIC;2021-02-23;Kings
GRG6889;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-06;Queens
KJB6883;71;65.0;TRAFFIC;2020-12-30;New York City
89421MG;14;115.0;TRAFFIC;2019-02-28;New York City
T696165C;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-02-02;New York City
T663808C;14;115.0;TRAFFIC;2018-02-07;Bronx
84067JW;14;115.0;TRAFFIC;2020-01-28;New York City
77287MN;20;65.0;TRAFFIC;2021-09-02;New York City
GGS5678;14;115.0;TRAFFIC;2022-03-15;New York City
3FJZ11;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-16;Bronx
P50MTE;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-17;Richmond
DTE9441;31;115.0;TRAFFIC;2021-03-01;New York City
GXX4636;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-05-25;Queens
80464MD;14;115.0;TRAFFIC;2017-04-13;New York City
GYR6869;38;35.0;TRAFFIC;2020-11-05;New York City
32564PC;46;115.0;POLICE DEPARTMENT;2017-03-13;New York City
XCDR25;14;115.0;TRAFFIC;2017-04-21;New York City
AF3085;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-13;Queens
1DK6109;38;35.0;TRAFFIC;2021-04-15;Queens
EMN5626;37;35.0;TRAFFIC;2019-01-02;Queens
HRJ8976;40;115.0;TRAFFIC;2022-12-20;Kings
71475JY;82;115.0;TRAFFIC;2017-01-04;New York City
HAL3890;20;60.0;TRAFFIC;2017-08-21;Queens
DHE5769;71;65.0;TRAFFIC;2013-06-19;Kings
GRV4853;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-25;Kings
EVR4437;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-04-06;Kings
28501MH;20;60.0;TRAFFIC;2020-10-08;New York City
CPC4217;72;65.0;TRAFFIC;2017-07-01;New York City
U46MSJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-08;Bronx
KSF8871;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-27;Queens
XN924J;69;65.0;TRAFFIC;2017-03-04;New York City
HDS2899;37;65.0;TRAFFIC;2019-06-12;New York City
8CC6809;21;65.0;TRAFFIC;2018-08-03;New York City
KZF7949;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-19;Queens
33341MJ;50;115.0;TRAFFIC;2019-10-11;Queens
AF37400;10;115.0;TRAFFIC;2020-11-11;New York City
EAH7391;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-18;New York City
32753BB;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-11-15;Queens
28371ME;14;115.0;TRAFFIC;2019-10-30;New York City
HMJ5429;21;45.0;TRAFFIC;2019-09-11;Queens
KJK6350;17;95.0;TRAFFIC;2022-02-15;New York City
2298531;84;45.0;TRAFFIC;2019-10-21;Queens
X25PHY;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-28;New York City
FMV1610;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-19;Queens
M22KBW;38;35.0;TRAFFIC;2018-07-10;New York City
DDJ3526;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-02;Queens
HRD5642;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-04;Richmond
HFS9047;71;65.0;TRAFFIC;2018-06-06;Richmond
86512MC;21;45.0;TRAFFIC;2019-05-09;Queens
TTJ8961;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-08;Bronx
CTC4372;38;35.0;TRAFFIC;2017-10-10;Kings
ZKJ6170;14;115.0;TRAFFIC;2018-01-17;Queens
HSW5037;21;65.0;TRAFFIC;2022-04-07;Kings
QBWL31;46;115.0;TRAFFIC;2022-08-31;Queens
85886MD;14;115.0;TRAFFIC;2016-11-18;Kings
KDR3396;37;35.0;TRAFFIC;2021-08-24;Queens
KRN4924;14;115.0;TRAFFIC;2022-12-06;Kings
JLS8636;37;35.0;TRAFFIC;2019-10-04;Queens
KVF9146;71;65.0;TRAFFIC;2023-04-08;Kings
U24HKG;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-09-12;Kings
AZ07720;38;35.0;TRAFFIC;2021-09-17;Queens
JHK4716;50;115.0;TRAFFIC;2020-01-06;Bronx
JJG9511;70;65.0;TRAFFIC;2021-05-27;Queens
GWC6811;71;65.0;TRAFFIC;2019-03-14;Queens
GHH9340;38;35.0;TRAFFIC;2018-06-21;Kings
FSX1861;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-01-14;Richmond
67413MG;20;65.0;TRAFFIC;2019-05-13;New York City
JXN7435;21;45.0;TRAFFIC;2017-01-03;Bronx
M55SDJ;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-27;Kings
F042JS;21;65.0;TRAFFIC;2023-10-03;Kings
3264454;48;115.0;TRAFFIC;2023-11-17;New York City
KLT8998;21;65.0;TRAFFIC;2023-09-11;Queens
59359JY;42;65.0;TRAFFIC;2018-11-08;New York City
HVK5055;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-02-03;Kings
KML9647;40;115.0;TRAFFIC;2023-03-03;Kings
FEF9716;14;115.0;TRAFFIC;2022-05-10;Bronx
FBL3981;37;65.0;TRAFFIC;2016-04-01;New York City
HKT4430;21;45.0;TRAFFIC;2017-06-20;New York City
35945MM;10;115.0;TRAFFIC;2019-04-21;New York City
HVZ6345;37;35.0;TRAFFIC;2018-11-05;Queens
21070MB;69;65.0;TRAFFIC;2017-06-06;New York City
GUR4660;14;115.0;TRAFFIC;2022-10-24;Bronx
GND5743;38;35.0;TRAFFIC;2016-07-01;Queens
KGW8644;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-12;Queens
KJK4750;21;65.0;TRAFFIC;2023-05-30;Kings
XDGM25;14;115.0;TRAFFIC;2016-06-24;Bronx
JFV6345;21;65.0;TRAFFIC;2020-08-20;Kings
19050ML;38;35.0;TRAFFIC;2022-10-13;Queens
JRC5463;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-19;Queens
JJT5625;68;60.0;TRAFFIC;2022-07-15;Kings
HJV8960;46;115.0;POLICE DEPARTMENT;2017-02-22;Bronx
EGPJ76;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-09-12;Kings
FSK8528;19;115.0;TRAFFIC;2016-10-11;Queens
K88PHV;14;115.0;TRAFFIC;2022-07-27;New York City
GYK6690;37;35.0;TRAFFIC;2021-06-24;Queens
UCH7276;38;35.0;TRAFFIC;2021-08-28;Queens
GLB5149;71;65.0;TRAFFIC;2019-12-23;Richmond
KVM8571;21;65.0;TRAFFIC;2023-08-03;Kings
JRD9771;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-23;Queens
704131T;21;65.0;DEPARTMENT OF SANITATION;2023-08-31;Queens
T680628C;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-24;Bronx
83674NA;21;65.0;TRAFFIC;2023-11-22;Queens
GZJ3800;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-10;Queens
T752893C;40;115.0;TRAFFIC;2018-02-26;Queens
GVM1069;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-02;Richmond
Z95GNF;38;65.0;TRAFFIC;2018-10-23;New York City
87BF12;21;65.0;DEPARTMENT OF SANITATION;2021-05-21;Queens
LMH3065;37;35.0;TRAFFIC;2022-04-12;Bronx
KVC9711;71;65.0;TRAFFIC;2023-10-03;Kings
HTA5181;14;115.0;TRAFFIC;2020-10-28;Bronx
KHD7947;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-18;Queens
KFR7708;70;65.0;TRAFFIC;2022-09-14;Queens
97257JB;21;45.0;TRAFFIC;2017-03-07;Bronx
GFY4078;53;115.0;TRAFFIC;2017-12-05;New York City
T671773C;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-10;New York City
AM631J;82;115.0;TRAFFIC;2016-11-04;New York City
GKM1583;37;65.0;TRAFFIC;2018-05-01;New York City
27670JK;16;95.0;TRAFFIC;2018-11-21;New York City
JJT4379;20;60.0;TRAFFIC;2021-12-16;Kings
FHM8163;70;65.0;TRAFFIC;2016-10-03;Kings
79962MB;69;65.0;TRAFFIC;2018-10-30;New York City
U76LYP;46;115.0;TRAFFIC;2021-07-16;New York City
HLU6150;21;45.0;TRAFFIC;2019-01-14;New York City
T764213C;21;65.0;TRAFFIC;2023-08-26;New York City
GLR8827;20;60.0;POLICE DEPARTMENT;2017-06-25;Bronx
DGE3154;5;50.0;DEPARTMENT OF TRANSPORTATION;2019-07-09;New York City
66367JR;20;60.0;TRAFFIC;2018-08-30;Bronx
E66FST;21;65.0;TRAFFIC;2020-11-27;Kings
61171MH;21;65.0;DEPARTMENT OF SANITATION;2017-08-04;New York City
BWC8853;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-12;Queens
JSC4132;20;60.0;TRAFFIC;2021-07-27;Queens
JMG4215;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-06;Queens
HLR1254;21;45.0;TRAFFIC;2017-01-31;Kings
LFY1609;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-11-29;Queens
AK729E;84;65.0;TRAFFIC;2016-09-07;New York City
43170MB;19;115.0;TRAFFIC;2021-03-18;Queens
032114P;38;35.0;TRAFFIC;2017-11-20;Kings
XCBH27;14;115.0;TRAFFIC;2018-12-06;New York City
E85MRM;5;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-19;Bronx
31382MG;20;65.0;TRAFFIC;2021-03-15;New York City
24950MH;14;115.0;TRAFFIC;2018-05-01;Queens
GNV2196;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-11-05;Queens
GRJ7152;70;65.0;TRAFFIC;2016-06-26;Kings
GXV3685;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-12-08;Queens
Z29NDU;51;115.0;TRAFFIC;2021-08-23;Bronx
41765MK;14;115.0;TRAFFIC;2018-03-13;New York City
30939JU;20;60.0;TRAFFIC;2019-03-18;Kings
JJG8001;21;65.0;TRAFFIC;2020-10-02;Kings
CRM8657;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-11-26;Kings
T783273C;40;115.0;TRAFFIC;2021-05-04;Kings
557YFB;21;45.0;TRAFFIC;2016-05-03;New York City
R27RFX;21;65.0;DEPARTMENT OF SANITATION;2022-11-04;Queens
86414MH;64;95.0;POLICE DEPARTMENT;2016-07-25;New York City
UDD1678;40;115.0;TRAFFIC;2022-03-28;New York City
44741JA;37;65.0;TRAFFIC;2016-09-21;New York City
KDT4810;19;115.0;TRAFFIC;2021-02-25;Queens
HCU4981;71;65.0;TRAFFIC;2018-01-18;Queens
KDD1929;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-20;Kings
23311MB;21;45.0;TRAFFIC;2016-03-15;New York City
6EF4299;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-29;Kings
JBT2625;37;65.0;TRAFFIC;2020-02-04;New York City
BWX2955;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-12;Richmond
KEE8453;5;250.0;DEPARTMENT OF TRANSPORTATION;2023-05-13;Kings
T649836C;40;115.0;TRAFFIC;2019-12-08;Bronx
FDW4171;21;45.0;TRAFFIC;2016-04-22;Kings
48BG69;21;65.0;TRAFFIC;2022-04-01;Kings
HHJ6393;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-06-03;Queens
HFN9677;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-01-31;Kings
D62MPN;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-06-28;Kings
XW222B;14;115.0;TRAFFIC;2018-01-31;New York City
XDJH82;42;65.0;TRAFFIC;2017-04-24;New York City
INQY07;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-13;Bronx
HXH6338;21;45.0;TRAFFIC;2018-07-16;Kings
FZW2446;21;45.0;DEPARTMENT OF SANITATION;2019-06-08;Kings
GUZ1963;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-12-04;Kings
63787MJ;38;65.0;TRAFFIC;2020-10-21;New York City
HZR5069;40;115.0;TRAFFIC;2023-04-07;Queens
6VW147;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-24;Queens
65153JY;7;50.0;DEPARTMENT OF TRANSPORTATION;2021-02-03;Kings
6AZ414;21;45.0;TRAFFIC;2017-12-18;New York City
D70MYD;40;115.0;TRAFFIC;2021-01-09;Richmond
95139JC;47;115.0;TRAFFIC;2017-06-05;New York City
GEY8007;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-04-18;Queens
40806MH;21;65.0;TRAFFIC;2023-06-02;Kings
KJL5255;5;100.0;DEPARTMENT OF TRANSPORTATION;2022-12-27;Kings
C086925;14;115.0;TRAFFIC;2022-10-05;Bronx
FWV1383;14;115.0;TRAFFIC;2020-11-30;Richmond
DZK8527;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-23;Richmond
KLP4448;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-06-16;Queens
FXT4768;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-01-11;Kings
ETU9405;38;35.0;TRAFFIC;2020-10-13;New York City
